worker_id,vehicle_type,experience_days,avg_daily_orders,avg_daily_earnings,active_hours_per_day,zone_id,city,state,zone_type,season,rainfall_mm,aqi,temperature,humidity,order_volatility,earnings_volatility,recent_disruption_rate,risk_score,premium_inr
wkr_34766,two_wheeler,1411,22.3,873.16,9.8,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Monsoon,2.54,179.0,25.2,54.9,0.239,0.271,0.282,0.2061,26.18
wkr_34767,two_wheeler,353,22.0,1227.23,8.9,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Winter,1.31,295.0,15.4,40.4,0.498,0.499,0.377,0.272,28.16
wkr_34768,two_wheeler,1247,10.0,258.9,8.4,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,1.48,175.0,30.2,94.4,0.508,0.608,0.27,0.2087,26.26
wkr_34769,two_wheeler,1171,16.4,642.96,10.1,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Monsoon,18.31,211.0,25.6,80.6,0.324,0.27,0.222,0.2585,27.76
wkr_34770,car,1020,25.7,1221.25,7.4,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,11.29,182.0,28.0,91.4,0.635,0.725,0.317,0.3272,29.82
wkr_34771,bike,600,13.0,497.59,7.6,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,0.13,84.0,18.4,76.3,0.421,0.458,0.348,0.1954,25.86
wkr_34772,two_wheeler,568,12.9,837.53,7.7,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,0.35,31.0,17.7,57.0,0.078,0.076,0.144,0.0609,21.83
wkr_34773,bike,1385,20.1,743.15,7.0,zone_pune_urban,Pune,Maharashtra,urban,Summer,2.38,135.0,35.6,30.5,0.081,0.081,0.134,0.1042,23.12
wkr_34774,car,208,10.7,945.96,6.9,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,0.63,150.0,23.4,57.4,0.495,0.441,0.081,0.1764,25.29
wkr_34775,car,485,9.2,603.18,6.2,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Winter,0.7,79.0,19.5,72.2,0.42,0.418,0.087,0.1311,23.93
wkr_34776,two_wheeler,331,29.3,914.42,6.4,zone_pune_urban,Pune,Maharashtra,urban,Summer,1.63,110.0,40.4,22.6,0.252,0.299,0.099,0.1275,23.83
wkr_34777,car,1384,11.4,899.34,7.4,zone_jaipur_dry,Jaipur,Rajasthan,dry,Summer,0.36,117.0,46.1,10.0,0.304,0.314,0.196,0.184,25.52
wkr_34778,bike,1260,21.2,1214.03,5.7,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Winter,0.69,99.0,17.6,59.1,0.099,0.099,0.303,0.1437,24.31
wkr_34779,two_wheeler,465,20.4,1298.89,7.4,zone_jaipur_dry,Jaipur,Rajasthan,dry,Summer,0.22,134.0,43.1,10.0,0.099,0.114,0.329,0.154,24.62
wkr_34780,two_wheeler,116,14.5,400.47,10.1,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Monsoon,0.5,200.0,31.5,72.6,0.092,0.078,0.26,0.1698,25.1
wkr_34781,bike,530,5.5,414.21,7.2,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Monsoon,50.89,96.0,29.7,76.9,0.25,0.225,0.406,0.3281,29.84
wkr_34782,bike,823,16.8,628.9,8.3,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.46,97.0,24.9,28.9,0.432,0.359,0.186,0.1474,24.42
wkr_34783,two_wheeler,1307,19.2,966.89,6.9,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Monsoon,0.0,60.0,28.5,51.7,0.235,0.229,0.142,0.1386,24.16
wkr_34784,two_wheeler,938,19.8,903.42,10.2,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,8.32,191.0,25.7,83.7,0.535,0.455,0.251,0.2678,28.03
wkr_34785,two_wheeler,526,29.5,1398.97,8.4,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,19.55,98.0,31.5,78.7,0.187,0.207,0.172,0.1721,25.16
wkr_34786,two_wheeler,1015,15.8,1143.97,7.4,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,1.13,58.0,17.7,42.9,0.152,0.164,0.07,0.0473,21.42
wkr_34787,car,205,26.8,1555.22,6.3,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Winter,0.24,147.0,21.0,50.8,0.036,0.031,0.364,0.1786,25.36
wkr_34788,car,515,19.3,1063.38,7.8,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,1.92,197.0,39.0,45.0,0.131,0.108,0.259,0.1564,24.69
wkr_34789,car,683,18.6,1309.64,4.0,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Monsoon,24.81,78.0,29.6,82.7,0.18,0.2,0.261,0.2467,27.4
wkr_34790,two_wheeler,58,13.5,563.25,8.5,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Monsoon,96.36,60.0,25.6,94.1,0.353,0.302,0.499,0.5656,36.97
wkr_34791,two_wheeler,465,14.3,670.61,10.9,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.99,133.0,22.9,33.1,0.179,0.206,0.209,0.1307,23.92
wkr_34792,two_wheeler,630,25.7,1038.62,6.2,zone_pune_urban,Pune,Maharashtra,urban,Summer,0.85,111.0,35.6,23.4,0.424,0.379,0.242,0.1806,25.42
wkr_34793,two_wheeler,747,16.2,625.76,7.0,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,2.97,146.0,25.4,86.5,0.277,0.223,0.61,0.2775,28.33
wkr_34794,car,1135,14.4,955.16,5.9,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,1.25,48.0,39.8,56.6,0.451,0.364,0.16,0.1235,23.7
wkr_34795,car,1169,17.1,1528.12,8.3,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,0.91,116.0,17.4,43.5,0.197,0.232,0.087,0.0853,22.56
wkr_34796,bike,137,19.9,843.28,10.7,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Summer,3.06,61.0,39.5,25.6,0.065,0.064,0.247,0.1206,23.62
wkr_34797,car,377,17.7,864.47,10.6,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,1.25,298.0,37.8,33.3,0.049,0.044,0.286,0.2414,27.24
wkr_34798,car,1283,16.2,785.67,7.1,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Winter,0.29,138.0,19.5,42.0,0.447,0.433,0.246,0.2294,26.88
wkr_34799,bike,109,14.2,699.71,6.6,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,2.29,54.0,37.5,51.6,0.353,0.372,0.095,0.155,24.65
wkr_34800,bike,578,22.3,756.21,7.3,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,0.21,132.0,32.1,31.4,0.292,0.247,0.162,0.1446,24.34
wkr_34801,bike,1350,23.6,570.07,10.8,zone_hyderabad_urban,Hyderabad,Telangana,urban,Monsoon,5.8,206.0,31.8,93.8,0.177,0.205,0.131,0.205,26.15
wkr_34802,car,536,20.6,1117.36,4.0,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,40.4,88.0,29.2,79.9,0.548,0.556,0.461,0.3686,31.06
wkr_34803,two_wheeler,1127,14.9,697.1,6.9,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Monsoon,15.95,93.0,30.4,86.7,0.364,0.352,0.163,0.2061,26.18
wkr_34804,two_wheeler,1047,14.6,513.63,8.3,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,0.39,43.0,15.6,58.3,0.233,0.206,0.127,0.0801,22.4
wkr_34805,bike,1481,17.8,664.88,9.3,zone_hyderabad_urban,Hyderabad,Telangana,urban,Winter,1.43,164.0,18.5,52.4,0.37,0.415,0.192,0.1798,25.39
wkr_34806,bike,932,11.2,380.74,10.0,zone_jaipur_dry,Jaipur,Rajasthan,dry,Summer,0.41,88.0,43.6,25.2,0.518,0.552,0.06,0.1076,23.23
wkr_34807,bike,955,25.6,866.07,6.3,zone_hyderabad_urban,Hyderabad,Telangana,urban,Winter,0.19,118.0,17.0,45.9,0.273,0.293,0.163,0.1721,25.16
wkr_34808,two_wheeler,980,18.3,1313.19,8.3,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,2.81,68.0,32.8,45.7,0.088,0.081,0.213,0.1057,23.17
wkr_34809,two_wheeler,1240,22.6,1460.57,7.5,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Summer,2.0,137.0,32.9,50.0,0.215,0.198,0.243,0.1795,25.38
wkr_34810,car,798,9.1,522.41,5.2,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Monsoon,88.33,71.0,32.0,100.0,0.388,0.353,0.479,0.5083,35.25
wkr_34811,car,674,15.6,1024.24,11.6,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Monsoon,7.37,140.0,28.3,75.7,0.528,0.509,0.096,0.2043,26.13
wkr_34812,car,814,13.3,960.88,4.3,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Winter,0.49,107.0,17.8,27.6,0.368,0.421,0.237,0.1835,25.51
wkr_34813,bike,275,14.9,809.34,7.6,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,0.38,224.0,36.1,33.2,0.123,0.109,0.268,0.2082,26.25
wkr_34814,car,441,13.5,1211.54,10.4,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Summer,0.06,86.0,32.9,31.5,0.231,0.243,0.123,0.0874,22.62
wkr_34815,bike,92,17.9,529.84,8.3,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,3.98,129.0,35.0,30.8,0.223,0.25,0.316,0.1949,25.85
wkr_34816,two_wheeler,882,16.0,670.72,5.2,zone_jaipur_dry,Jaipur,Rajasthan,dry,Monsoon,0.29,155.0,29.2,50.0,0.17,0.157,0.251,0.1811,25.43
wkr_34817,car,254,22.3,1021.29,6.2,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,4.7,132.0,33.8,43.1,0.217,0.223,0.3,0.2032,26.09
wkr_34818,two_wheeler,1423,9.2,407.81,7.1,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,0.15,76.0,42.1,10.0,0.331,0.351,0.264,0.1436,24.31
wkr_34819,two_wheeler,474,11.9,425.22,6.5,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Monsoon,2.84,175.0,29.9,58.7,0.425,0.361,0.279,0.2423,27.27
wkr_34820,bike,342,26.1,639.42,9.3,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,1.94,110.0,37.9,32.9,0.229,0.212,0.203,0.1913,25.74
wkr_34821,bike,1218,5.0,299.41,8.7,zone_jaipur_dry,Jaipur,Rajasthan,dry,Summer,1.18,85.0,46.1,10.0,0.298,0.277,0.161,0.1147,23.44
wkr_34822,two_wheeler,1467,16.4,668.42,9.4,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Monsoon,8.0,114.0,25.2,70.8,0.257,0.22,0.15,0.1493,24.48
wkr_34823,bike,674,11.8,865.68,7.6,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,1.1,129.0,17.7,48.1,0.132,0.122,0.169,0.1401,24.2
wkr_34824,two_wheeler,1331,17.0,415.36,8.4,zone_hyderabad_urban,Hyderabad,Telangana,urban,Monsoon,32.74,145.0,28.7,85.2,0.31,0.274,0.243,0.3306,29.92
wkr_34825,bike,303,10.5,631.78,6.0,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,0.59,130.0,24.6,47.8,0.104,0.089,0.063,0.1323,23.97
wkr_34826,car,926,20.2,1137.89,9.7,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Monsoon,5.47,85.0,29.3,70.8,0.212,0.183,0.017,0.1022,23.07
wkr_34827,car,1315,30.1,1822.91,8.7,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,0.24,170.0,38.7,41.8,0.467,0.405,0.109,0.2149,26.45
wkr_34828,car,1356,13.1,1029.32,4.9,zone_jaipur_dry,Jaipur,Rajasthan,dry,Monsoon,12.31,125.0,31.8,71.2,0.107,0.127,0.264,0.1818,25.45
wkr_34829,car,302,12.2,826.88,7.3,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,0.36,97.0,24.2,44.9,0.144,0.125,0.168,0.1246,23.74
wkr_34830,two_wheeler,608,16.3,997.62,8.0,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Summer,1.56,126.0,41.8,34.0,0.376,0.42,0.157,0.1638,24.91
wkr_34831,car,373,14.5,858.29,10.5,zone_jaipur_dry,Jaipur,Rajasthan,dry,Summer,0.48,99.0,45.2,32.8,0.324,0.268,0.184,0.1508,24.52
wkr_34832,car,398,16.7,834.62,10.1,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Monsoon,17.23,190.0,26.5,86.0,0.123,0.131,0.303,0.2371,27.11
wkr_34833,car,1411,13.1,474.73,8.3,zone_hyderabad_urban,Hyderabad,Telangana,urban,Winter,0.5,198.0,16.2,40.9,0.401,0.393,0.361,0.2854,28.56
wkr_34834,car,870,15.1,1311.95,10.4,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Monsoon,7.22,78.0,29.9,84.6,0.141,0.145,0.122,0.1222,23.67
wkr_34835,two_wheeler,807,2.0,215.73,8.4,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,16.2,64.0,27.8,89.1,0.426,0.464,0.062,0.1623,24.87
wkr_34836,two_wheeler,205,25.3,1086.86,7.6,zone_pune_urban,Pune,Maharashtra,urban,Summer,0.01,95.0,36.4,37.0,0.077,0.062,0.039,0.0562,21.69
wkr_34837,bike,1107,21.3,495.11,8.6,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,20.73,109.0,27.0,82.4,0.428,0.485,0.481,0.3053,29.16
wkr_34838,two_wheeler,197,18.1,487.64,5.8,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,22.3,133.0,28.7,78.3,0.173,0.164,0.518,0.2428,27.28
wkr_34839,two_wheeler,693,14.3,521.61,10.4,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,0.23,205.0,33.4,25.2,0.21,0.239,0.152,0.1871,25.61
wkr_34840,car,240,30.8,1951.43,8.5,zone_hyderabad_urban,Hyderabad,Telangana,urban,Monsoon,20.02,128.0,27.8,72.6,0.38,0.348,0.092,0.2118,26.35
wkr_34841,two_wheeler,1409,17.5,839.29,6.7,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.15,93.0,16.2,33.0,0.379,0.329,0.137,0.1668,25.0
wkr_34842,two_wheeler,881,16.9,1240.75,9.2,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,0.2,121.0,18.6,57.7,0.225,0.186,0.349,0.1732,25.19
wkr_34843,two_wheeler,758,18.3,654.48,7.0,zone_pune_urban,Pune,Maharashtra,urban,Winter,1.47,150.0,23.6,58.3,0.322,0.28,0.313,0.2101,26.3
wkr_34844,bike,1013,10.7,261.81,4.8,zone_pune_urban,Pune,Maharashtra,urban,Winter,0.76,204.0,23.3,55.9,0.616,0.715,0.246,0.2378,27.13
wkr_34845,car,244,12.9,698.4,4.5,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Summer,3.06,142.0,35.6,24.6,0.355,0.291,0.21,0.2392,27.18
wkr_34846,two_wheeler,112,14.0,794.71,5.4,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Monsoon,39.24,225.0,28.5,73.5,0.415,0.497,0.369,0.4001,32.0
wkr_34847,car,467,9.6,583.97,9.9,zone_jaipur_dry,Jaipur,Rajasthan,dry,Monsoon,0.36,69.0,26.1,53.9,0.059,0.063,0.406,0.1495,24.48
wkr_34848,two_wheeler,900,12.7,471.91,8.7,zone_jaipur_dry,Jaipur,Rajasthan,dry,Summer,1.37,158.0,42.0,10.0,0.552,0.47,0.078,0.2014,26.04
wkr_34849,car,1264,17.3,851.46,6.5,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Winter,2.0,364.0,20.1,41.0,0.315,0.279,0.287,0.3217,29.65
wkr_34850,car,312,17.2,1365.33,10.2,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Monsoon,7.36,216.0,28.2,88.5,0.109,0.113,0.265,0.205,26.15
wkr_34851,car,1467,15.6,1057.07,7.0,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Monsoon,7.16,226.0,27.2,79.6,0.538,0.46,0.114,0.2869,28.61
wkr_34852,car,1421,25.3,1150.81,8.5,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,1.84,76.0,40.4,63.7,0.504,0.579,0.251,0.176,25.28
wkr_34853,bike,1386,18.7,1303.88,9.5,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,0.22,131.0,23.7,40.9,0.175,0.153,0.106,0.1138,23.41
wkr_34854,two_wheeler,162,25.9,1694.53,9.5,zone_jaipur_dry,Jaipur,Rajasthan,dry,Monsoon,8.94,138.0,31.5,48.0,0.222,0.243,0.388,0.2201,26.6
wkr_34855,bike,435,17.8,1029.03,6.7,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,0.58,144.0,37.7,20.1,0.182,0.208,0.128,0.1747,25.24
wkr_34856,car,1382,5.0,501.8,11.2,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Summer,7.78,104.0,38.4,47.5,0.569,0.635,0.106,0.2122,26.36
wkr_34857,bike,706,13.5,519.93,8.5,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,1.96,143.0,34.0,37.5,0.276,0.311,0.668,0.3068,29.2
wkr_34858,car,115,15.3,1167.97,9.0,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Monsoon,74.83,73.0,26.7,100.0,0.336,0.3,0.487,0.4449,33.35
wkr_34859,bike,407,16.2,779.4,8.1,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Monsoon,60.62,37.0,32.0,98.2,0.508,0.537,0.253,0.3654,30.96
wkr_34860,two_wheeler,706,10.5,486.3,11.1,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Monsoon,67.79,49.0,31.8,95.9,0.231,0.207,0.347,0.3904,31.71
wkr_34861,two_wheeler,71,14.8,524.38,11.3,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Winter,0.07,108.0,21.2,29.0,0.212,0.229,0.339,0.1652,24.96
wkr_34862,bike,1071,11.3,587.57,6.2,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,0.62,98.0,36.4,27.2,0.37,0.323,0.189,0.1645,24.93
wkr_34863,bike,150,23.2,892.9,8.2,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,0.24,136.0,44.3,24.0,0.078,0.091,0.328,0.1296,23.89
wkr_34864,two_wheeler,1382,13.7,514.8,9.5,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Summer,1.9,95.0,35.4,47.5,0.087,0.098,0.168,0.0939,22.82
wkr_34865,bike,1382,11.4,656.27,5.2,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Monsoon,7.89,69.0,28.8,93.3,0.056,0.05,0.191,0.1139,23.42
wkr_34866,car,252,23.6,1144.54,12.2,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,1.02,197.0,35.0,28.2,0.106,0.12,0.279,0.1957,25.87
wkr_34867,bike,1113,8.5,385.67,8.6,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,0.82,62.0,19.8,56.0,0.203,0.233,0.45,0.2064,26.19
wkr_34868,two_wheeler,1366,7.2,612.07,9.1,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,3.71,54.0,32.1,24.3,0.082,0.091,0.188,0.0911,22.73
wkr_34869,car,1270,18.2,772.08,12.2,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,1.53,81.0,37.3,48.3,0.308,0.296,0.17,0.083,22.49
wkr_34870,two_wheeler,298,22.5,599.4,8.1,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,0.97,142.0,35.2,22.2,0.156,0.182,0.149,0.1045,23.13
wkr_34871,car,572,22.0,1361.18,8.4,zone_hyderabad_urban,Hyderabad,Telangana,urban,Monsoon,7.67,184.0,30.4,87.1,0.227,0.258,0.481,0.2903,28.71
wkr_34872,two_wheeler,557,12.7,641.04,7.5,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Winter,0.73,436.0,19.1,46.3,0.329,0.345,0.474,0.3931,31.79
wkr_34873,car,461,12.6,818.98,10.5,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,1.81,73.0,40.9,23.0,0.32,0.313,0.122,0.1345,24.03
wkr_34874,two_wheeler,384,12.1,546.76,7.3,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Winter,0.34,69.0,18.2,60.7,0.209,0.227,0.425,0.1798,25.4
wkr_34875,two_wheeler,44,11.4,498.3,5.7,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,19.99,52.0,30.9,74.3,0.38,0.41,0.416,0.2467,27.4
wkr_34876,car,1376,5.0,273.75,6.6,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Monsoon,124.72,85.0,30.2,92.9,0.272,0.276,0.38,0.5259,35.78
wkr_34877,two_wheeler,1447,5.7,428.08,8.5,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Summer,0.64,93.0,39.2,47.6,0.386,0.418,0.212,0.1624,24.87
wkr_34878,bike,1318,19.9,1041.25,9.2,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Summer,3.11,57.0,34.4,35.3,0.043,0.045,0.171,0.1003,23.01
wkr_34879,two_wheeler,316,14.5,543.64,9.7,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,0.49,49.0,40.9,48.4,0.163,0.19,0.081,0.0337,21.01
wkr_34880,car,1217,10.6,696.99,5.5,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Monsoon,0.18,61.0,26.5,55.5,0.429,0.393,0.236,0.139,24.17
wkr_34881,car,1409,18.8,1297.06,9.0,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Monsoon,67.99,49.0,30.1,97.6,0.519,0.478,0.299,0.4155,32.47
wkr_34882,car,569,3.5,280.73,9.3,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Monsoon,9.72,96.0,27.1,78.4,0.181,0.169,0.061,0.1418,24.25
wkr_34883,car,500,16.0,464.56,8.4,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Monsoon,17.99,97.0,30.2,74.9,0.412,0.462,0.077,0.1815,25.45
wkr_34884,car,1081,11.3,883.2,7.0,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Winter,0.02,67.0,22.9,57.7,0.52,0.571,0.092,0.1538,24.61
wkr_34885,two_wheeler,941,17.5,739.09,6.6,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,5.51,43.0,37.5,45.4,0.148,0.152,0.267,0.1463,24.39
wkr_34886,car,57,20.1,1514.93,6.9,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,3.35,121.0,24.8,59.7,0.109,0.104,0.358,0.1639,24.92
wkr_34887,bike,888,13.3,919.59,9.5,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,0.51,116.0,18.9,47.0,0.291,0.318,0.104,0.1245,23.73
wkr_34888,car,654,10.0,246.38,9.2,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,5.15,111.0,30.7,72.3,0.511,0.469,0.335,0.2095,26.28
wkr_34889,two_wheeler,624,17.8,661.55,8.6,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,0.52,182.0,32.1,22.8,0.198,0.205,0.2,0.1634,24.9
wkr_34890,two_wheeler,526,15.4,961.94,8.9,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,2.71,137.0,20.5,43.5,0.177,0.166,0.125,0.1136,23.41
wkr_34891,bike,1079,27.0,823.15,8.4,zone_hyderabad_urban,Hyderabad,Telangana,urban,Winter,0.57,168.0,21.2,45.5,0.435,0.463,0.189,0.2327,26.98
wkr_34892,bike,110,26.0,737.97,7.2,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,0.67,154.0,35.0,42.8,0.072,0.08,0.067,0.0895,22.68
wkr_34893,two_wheeler,1069,20.7,1331.22,5.5,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,0.59,51.0,19.4,65.8,0.299,0.358,0.115,0.0956,22.87
wkr_34894,two_wheeler,435,15.7,1085.61,10.6,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Summer,7.96,137.0,36.5,32.6,0.454,0.491,0.109,0.1911,25.73
wkr_34895,two_wheeler,449,14.2,943.55,8.2,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Monsoon,4.89,67.0,29.9,79.2,0.165,0.186,0.142,0.0951,22.85
wkr_34896,bike,1474,15.4,391.78,5.5,zone_pune_urban,Pune,Maharashtra,urban,Summer,1.54,101.0,34.2,27.3,0.2,0.199,0.189,0.1404,24.21
wkr_34897,bike,74,20.3,799.56,7.7,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,2.07,166.0,33.4,20.9,0.299,0.301,0.502,0.2485,27.46
wkr_34898,two_wheeler,528,17.9,496.97,7.9,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,5.95,200.0,34.9,36.4,0.549,0.642,0.048,0.2458,27.38
wkr_34899,two_wheeler,260,16.7,1252.94,7.4,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Monsoon,5.66,119.0,31.6,87.2,0.137,0.159,0.259,0.1638,24.91
wkr_34900,car,1382,17.2,900.19,8.7,zone_pune_urban,Pune,Maharashtra,urban,Summer,0.37,85.0,36.0,42.5,0.314,0.347,0.259,0.1495,24.48
wkr_34901,bike,754,28.5,1633.93,10.5,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Winter,0.04,105.0,23.0,20.8,0.274,0.268,0.079,0.0765,22.3
wkr_34902,car,511,4.7,333.35,10.2,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,2.58,106.0,25.1,73.2,0.373,0.436,0.482,0.2515,27.54
wkr_34903,bike,523,17.6,715.1,7.0,zone_pune_urban,Pune,Maharashtra,urban,Summer,1.0,83.0,41.2,40.4,0.148,0.145,0.188,0.1253,23.76
wkr_34904,bike,1386,22.7,934.14,7.8,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Summer,6.16,68.0,41.2,41.1,0.28,0.305,0.521,0.2274,26.82
wkr_34905,bike,37,9.8,556.27,10.5,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Summer,4.1,107.0,40.8,42.3,0.083,0.087,0.212,0.1228,23.68
wkr_34906,two_wheeler,412,13.4,491.02,5.1,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Monsoon,70.93,41.0,30.9,100.0,0.272,0.228,0.075,0.3312,29.94
wkr_34907,car,1276,23.8,1300.51,8.9,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Monsoon,137.27,40.0,29.9,86.6,0.325,0.326,0.38,0.5459,36.38
wkr_34908,two_wheeler,1333,17.3,868.34,5.7,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Monsoon,98.29,42.0,25.1,100.0,0.443,0.383,0.396,0.5164,35.49
wkr_34909,two_wheeler,296,13.9,603.1,5.0,zone_jaipur_dry,Jaipur,Rajasthan,dry,Monsoon,0.99,101.0,27.8,74.4,0.079,0.084,0.07,0.0932,22.8
